asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2026-01-08,13290480.0,2.33,695159.1374547982,1619720.7902696799,0.12187075186672565,False,11,11,0,0
