name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
영원무역홀딩스,영원무역홀딩스,16.0,172100.0,2753600.0,0.0319315180451234,2.8421244529580707,0.0907533482561171,2.33,582263.3180362426,455191.7157826476,0.37761833069287803,0.1653078572714438,,2025-11-25
삼성물산,삼성물산,6.0,228500.0,1371000.0,0.0309217802172177,2.896793773100696,0.08957402038642452,2.33,286137.9379430061,169658.9581470135,0.14074582278461223,0.12374832833480197,,2025-11-25
현대지에프홀딩스,현대지에프홀딩스,90.0,7920.0,712800.0,0.0308744368430459,3.241022021952611,0.1000647297236968,2.33,166189.904678629,115395.16632787198,0.09572962021911025,0.1618899639841077,,2025-11-25
세아베스틸지주,세아베스틸지주,32.0,26900.0,860800.0,0.0281775657166817,3.642641855242594,0.10264078025843353,2.33,205862.91789625082,90886.14951694691,0.07539740920961889,0.10558335213399966,,2025-11-25
LG디스플레이,LG디스플레이,84.0,12230.0,1027320.0,0.0283402412599242,2.589377313391328,0.07338357777448458,2.33,175655.01188793057,77240.91879560356,0.06407758710333687,0.07518681500954284,,2025-11-25
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,28700.0,516600.0,0.0313010782680691,3.0887385496243205,0.09668084709139309,2.33,116372.60866527384,60910.211060369955,0.05052994469203078,0.11790594475487796,,2025-11-25
LG유플러스,LG유플러스,62.0,15200.0,942400.0,0.0228445088668795,2.873813426191858,0.06565085629639726,2.33,144155.62504877875,57984.03351917124,0.04810244383886044,0.06152804915022415,,2025-11-25
오리온홀딩스,오리온홀딩스,36.0,19340.0,696240.0,0.0183346125019313,3.134411796435887,0.05746822570913435,2.33,93227.20849980554,57095.23536778926,0.047365113912566176,0.08200510652618244,,2025-11-25
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,110000.0,1100000.0,0.0172316069141988,2.939504458613195,0.05065238535335733,2.33,129822.06366065484,56867.56972698435,0.04717624685665094,0.05169779066089487,,2025-11-25
강원랜드,강원랜드,60.0,17530.0,1051800.0,0.0117142686607,3.2809818327618805,0.03843430265984855,2.33,94190.71492267487,42551.42786556405,0.03529984971621324,0.04045581656737408,,2025-11-25
KT,KT,16.0,49850.0,797600.0,0.0115316882751679,2.713165536475798,0.03128737920556759,2.33,58144.71581466045,21646.63150621889,0.01795763097412206,0.02713970850829851,,2025-11-25
