name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
영원무역홀딩스,영원무역홀딩스,16.0,133200.0,2131200.0,0.0208774205505997,2.986578797755518,0.06235206156824639,2.33,309621.3827211948,213954.78608312094,0.23883536974931371,0.10039169767413708,,2025-10-14
LG디스플레이,LG디스플레이,84.0,14030.0,1178520.0,0.0397356306211055,2.5016486903519857,0.09940458830359884,2.33,272960.18829960853,150378.6912614116,0.16786607575996895,0.12759960905322912,,2025-10-14
삼성물산,삼성물산,6.0,194800.0,1168800.0,0.0229468569704215,3.169173697918887,0.0727225755605665,2.33,198045.680914393,115387.11528262198,0.12880536513039387,0.0987227201254466,,2025-10-14
현대지에프홀딩스,현대지에프홀딩스,90.0,7970.0,717300.0,0.0265296792800625,3.341264917531229,0.08864268665182799,2.33,148149.31998538,94940.75781437871,0.10598132162403658,0.13235850803621735,,2025-10-14
세아베스틸지주,세아베스틸지주,32.0,25200.0,806400.0,0.0276480589669847,3.5295899292987767,0.09758631049452794,2.33,183356.0898238945,83764.15934878346,0.09350500793207266,0.10387420554164616,,2025-10-14
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,106200.0,1062000.0,0.0188733111938913,3.1663339165760847,0.0597592053513131,2.33,147871.7632736102,65827.44618609802,0.07348245270569381,0.06198441260461207,,2025-10-14
오리온홀딩스,오리온홀딩스,36.0,19450.0,700200.0,0.0138089354071215,3.224317635381986,0.04452439395903257,2.33,72640.03491476703,41592.89069309467,0.04642968549331154,0.05940144343486813,,2025-10-14
LG유플러스,LG유플러스,62.0,14750.0,914500.0,0.0155400794405906,3.4799034774020896,0.05407797648441595,2.33,115228.54112334624,41479.871878776125,0.04630352383644675,0.04535797909106192,,2025-10-14
강원랜드,강원랜드,60.0,17460.0,1047600.0,0.0104060855333792,3.315024610018312,0.034496429637107584,2.33,84202.611072653,38989.4766566521,0.043523523096164925,0.037217904406884404,,2025-10-14
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,25800.0,464400.0,0.0153130799597217,3.1578218230590758,0.04835597807505778,2.33,52323.68278807242,27555.603009549093,0.030760015954465064,0.059335923793172034,,2025-10-14
KT,KT,16.0,48600.0,777600.0,0.014132598103532,2.881715411703711,0.0407261257623628,2.33,73787.92046525503,21954.58270665623,0.0245076587181323,0.028233774056913876,,2025-10-14
