asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2026-02-05,15141260.0,2.33,871659.619547268,2030966.9135451345,0.1341346039593227,False,11,11,0,0
