name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
세아베스틸지주,세아베스틸지주,32.0,71500.0,2288000.0,0.0654184753899692,3.6553421306421496,0.23912690921533106,2.33,1274795.1181032986,1057238.9291881782,0.6293545098246353,0.4620799515682597,,2026-01-19
영원무역홀딩스,영원무역홀딩스,16.0,185400.0,2966400.0,0.0270068467993121,2.7545536327464326,0.07439180796007151,2.33,514174.7517793218,265415.56694561406,0.1579969100864929,0.08947396404585156,,2026-01-19
삼성물산,삼성물산,6.0,289000.0,1734000.0,0.0225135035865869,2.91317608427784,0.06558580022174833,2.33,264981.06177191203,103663.87438705869,0.06170916057876031,0.05978308788181009,,2026-01-19
현대지에프홀딩스,현대지에프홀딩스,90.0,8290.0,746100.0,0.0244282528146153,3.226120521019146,0.07880848769787413,2.33,137001.69952432445,66055.67093497652,0.03932170227059438,0.0885346078742481,,2026-01-19
오리온홀딩스,오리온홀딩스,36.0,20400.0,734400.0,0.01384713061452,3.1073756652217828,0.043028236704707,2.33,73627.85329373278,31738.93794497347,0.018893594608790587,0.04321750809500745,,2026-01-19
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,102200.0,1022000.0,0.0131759408513458,3.254452923246777,0.04288047922018896,2.33,102109.56994786717,31079.502610976917,0.01850104511980504,0.030410472222090916,,2026-01-19
LG디스플레이,LG디스플레이,84.0,12460.0,1046640.0,0.0195805830905055,2.6035074923517563,0.05097819478074718,2.33,124319.05543979847,30868.614171112167,0.018375507186009245,0.029493057948398845,,2026-01-19
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,25400.0,457200.0,0.0232746645627949,3.137197260087976,0.07301721389586688,2.33,77783.48555013348,30455.368769192424,0.018129509947180565,0.06661279258353549,,2026-01-19
강원랜드,강원랜드,60.0,17670.0,1060200.0,0.0109492114042161,3.504430616996983,0.03837075167690743,2.33,94785.9632619074,27643.837059794263,0.016455857840760868,0.02607417191076614,,2026-01-19
LG유플러스,LG유플러스,62.0,15060.0,933720.0,0.0152896815429023,2.734369766321526,0.04180764294759631,2.33,90955.35342915903,20347.11217063642,0.012112254338128419,0.021791449439485522,,2026-01-19
KT,KT,16.0,53600.0,857600.0,0.0133513980336447,2.5593366036116376,0.03417072169689533,2.33,68280.20946050982,15370.798627576192,0.009149948198842356,0.01792303944446851,,2026-01-19
