asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2026-02-06,14903820.0,2.33,880488.0662110551,2051537.1942717587,0.13765176943037144,False,11,11,0,0
