asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-10-27,11421840.0,2.33,391829.49004254653,912962.7117991335,0.07993131682803589,False,11,11,0,0
