asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-10-13,11176000.0,2.33,386333.4014317365,900156.825335946,0.08054373884537813,False,11,11,0,0
