name,name_key,shares,close,position_value,ewma_sigma_daily,scale_10d,sigma_10d,z,var_individual,cvar,cvar_port_pct,cvar_pos_pct,note,last_date
세아베스틸지주,세아베스틸지주,32.0,68800.0,2201600.0,0.0724579348915067,3.676591569740096,0.2663982325828903,2.33,1366550.4728309647,1153243.682270742,0.6521362932537016,0.5238207132407077,,2026-01-13
영원무역홀딩스,영원무역홀딩스,16.0,188300.0,3012800.0,0.0279765565894092,2.771636702519318,0.07754085105331521,2.33,544323.1272044873,276819.22121594474,0.1565357466079418,0.0918810479341293,,2026-01-13
삼성물산,삼성물산,6.0,273500.0,1641000.0,0.0233836255375542,2.8825838392334875,0.06740526107724121,2.33,257726.03788666407,97102.39923812548,0.05490946941977343,0.0591726991091563,,2026-01-13
현대지에프홀딩스,현대지에프홀딩스,90.0,7980.0,718200.0,0.0192285674714327,3.273495627474525,0.06294463154033382,2.33,105331.92408738386,49255.179007573905,0.027852821008566214,0.06858142440486481,,2026-01-13
아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,18.0,25950.0,467100.0,0.0253108140262065,3.119323122161429,0.07895260743267375,2.33,85927.51763109845,32731.030643500413,0.018508744792078195,0.07007285515628434,,2026-01-13
LG디스플레이,LG디스플레이,84.0,12130.0,1018920.0,0.0208067346639538,2.613909475194979,0.05438692088597665,2.33,129119.09692989464,31932.398819090362,0.018057134429366545,0.03133945630578491,,2026-01-13
동아쏘시오홀딩스,동아쏘시오홀딩스,10.0,106000.0,1060000.0,0.0128109847015763,3.245089057695045,0.04157278627338387,2.33,102676.46753800349,30383.76498328696,0.017181412892961025,0.028663929229516,,2026-01-13
오리온홀딩스,오리온홀딩스,36.0,19790.0,712440.0,0.013852044073346,3.1160391568574863,0.04316351173506181,2.33,71650.79066022893,29802.85090529248,0.01685291757202739,0.04183208537602111,,2026-01-13
강원랜드,강원랜드,60.0,18140.0,1088400.0,0.011671800805919,3.4687395824013176,0.040486437453394836,2.33,102672.4717615606,29661.315924522354,0.016772882364252895,0.027252219702795254,,2026-01-13
LG유플러스,LG유플러스,62.0,14980.0,928760.0,0.0156375476911362,2.793875555483372,0.04368936224197087,2.33,94544.25173673719,21135.23054109214,0.011951551189069915,0.022756396206869523,,2026-01-13
KT,KT,16.0,52900.0,846400.0,0.0146451839131727,2.5903301733668007,0.03793586178479732,2.33,74813.7682561402,16341.914266654001,0.009241026470261286,0.019307554662870985,,2026-01-13
