asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-11-27,12113200.0,2.33,524612.4894991987,1222347.1005331331,0.10091033752708889,False,11,11,0,0
