asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-12-08,12704040.0,2.33,577904.0980713486,1346516.5485062422,0.10599120819095675,False,11,11,0,0
