asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-11-20,11951060.0,2.33,547796.3325094656,1276365.454747055,0.10679935124976822,False,11,11,0,0
