asof,portfolio_value,z,portfolio_sigma_money,var_portfolio,var_portfolio_ratio,threshold_15pct_exceeded,names_used,names_total,names_missing_price,names_missing_in_corr
2025-11-04,11231580.0,2.33,390736.5793221389,910416.2298205837,0.08105860705444681,False,11,11,0,0
