,weight,beta,risk_contrib_pct
영원무역홀딩스,0.20371321154706107,0.5036391886112254,26.551162885650907
동아쏘시오홀딩스,0.11479570711671276,0.30069377544103276,8.43182461480381
강원랜드,0.11241491246956724,0.5237428781015994,8.998285760235028
삼성물산,0.10148395965484688,0.9580409580575854,10.993317847664263
LG유플러스,0.09556095662399179,0.323511021811205,4.9827684241010735
세아베스틸지주,0.09059441196442472,0.7522942812650719,13.417594102272218
KT,0.08976630947846105,0.3660737362769653,5.815888055993096
오리온홀딩스,0.07400751917057255,0.4125162004110107,6.141251110631303
현대지에프홀딩스,0.0679147551300949,0.6867110617683997,8.688144966939097
아모레퍼시픽홀딩스,0.04974825684426705,0.7743154058939189,5.979762231709208
