metric,value
total_cost_krw,4999410.0
total_value_krw,4830320.0
total_pnl_krw,-169090.0
total_pnl_pct,-0.0338219909949374
vol_annual,0.16977910800620347
beta,0.5408363358506222
VaR95_1d_krw,85240.07522082583
VaR99_1d_krw,120369.31834213588
