,vol_annual,beta,max_drawdown
세아베스틸지주,0.48574733362903266,0.7580933083129612,-0.48415672913117547
아모레퍼시픽홀딩스,0.45049761428723056,0.7661185719690073,-0.5755605381165919
현대지에프홀딩스,0.3505385929672604,0.6885239780749224,-0.3873837444399515
영원무역홀딩스,0.31973706722473916,0.493191408181694,-0.24563106796116507
삼성물산,0.3122475683060875,0.9587468542474307,-0.3659250585480094
동아쏘시오홀딩스,0.2761986441187744,0.28335081546826185,-0.2628696692549203
오리온홀딩스,0.25486755549365503,0.403728774078054,-0.23320312499999996
KT,0.24003282683934388,0.35980108065932964,-0.23583662714097497
강원랜드,0.231624641389932,0.5201710841542492,-0.48197343453510433
LG유플러스,0.19023348913330104,0.32473621887010884,-0.217283950617284
