metric,value
total_cost_krw,4999410.0
total_value_krw,4928860.0
total_pnl_krw,-70550.0
total_pnl_pct,-0.014111665176490826
vol_annual,0.17048441213818374
beta,0.5411356078194305
VaR95_1d_krw,87340.33086433794
VaR99_1d_krw,123335.13388721662
